STT,SBD,MA_TINH,TOAN,VAN,LI,HOA,SINH,SU,DIA,KTPL,T_ANH,A00,A01,B00,C00,D01
606456,28036439,28,4.25,7.0,,,,7.25,8.0,,,,,,22.25,
606457,28036440,28,4.25,7.25,,,,,6.0,7.0,,,,,,
606458,28036441,28,4.5,6.5,,,,5.5,3.7,,,,,,15.7,
606459,28036442,28,5.25,8.75,,,,,,8.85,4.75,,,,,18.75
606460,28036443,28,4.25,8.5,,,,7.25,,,4.5,,,,,17.25
606461,28036444,28,9.0,8.25,9.5,,,,,,6.25,,24.75,,,23.5
606462,28036445,28,2.6,7.5,,,,4.25,5.1,,,,,,16.85,
606463,28036446,28,7.25,8.25,9.5,8.5,,,,,,25.25,,,,
606464,28036447,28,6.0,9.0,,,,,9.75,,5.5,,,,,20.5
606465,28036448,28,5.75,8.5,4.75,,,,,,5.0,,15.5,,,19.25
606466,28036449,28,5.75,7.5,,4.35,4.85,,,,,,,14.95,,
606467,28036450,28,6.25,8.5,,,,,9.75,7.5,,,,,,
606468,28036451,28,5.2,8.25,5.85,,,,,,5.5,,16.55,,,18.95
606469,28036452,28,6.75,8.5,7.85,,,,,,5.5,,20.1,,,20.75
606470,28036453,28,4.25,7.5,,,,6.75,,8.5,,,,,,
606471,28036454,28,8.5,8.5,9.0,,,,,,6.75,,24.25,,,23.75
606472,28036455,28,5.5,9.0,,,,,,9.0,5.75,,,,,20.25
606473,28036456,28,6.25,8.5,,,,,,9.5,4.75,,,,,19.5
606474,28036457,28,6.5,8.5,9.25,,,,,,5.75,,21.5,,,20.75
606475,28036458,28,3.25,7.0,,,,5.85,,8.0,,,,,,
606476,28036459,28,6.5,9.0,,,,8.75,9.25,,,,,,27.0,
606477,28036460,28,5.35,8.25,,,,9.5,,,5.25,,,,,18.85
606478,28036461,28,3.6,6.25,,,,,5.85,8.75,,,,,,
606479,28036462,28,3.0,5.0,,,,3.6,2.35,,,,,,10.95,
606480,28036463,28,5.5,7.5,7.25,4.75,,,,,,17.5,,,,
606481,28036464,28,6.25,7.0,7.75,4.5,,,,,,18.5,,,,
606482,28036465,28,2.75,3.25,,,,3.1,3.45,,,,,,9.8,
606483,28036466,28,7.75,8.5,9.75,9.25,,,,,,26.75,,,,
606484,28036467,28,5.5,8.25,,,,7.5,9.0,,,,,,24.75,
606485,28036468,28,3.25,7.5,,,,,,8.75,3.75,,,,,14.5
606486,28036469,28,5.5,7.5,,,,,9.25,7.75,,,,,,
606487,28036470,28,8.5,7.5,9.75,9.5,,,,,,27.75,,,,
606488,28036471,28,4.0,7.75,,,,4.75,6.25,,,,,,18.75,
606489,28036472,28,5.25,7.75,5.1,6.1,,,,,,16.45,,,,
606490,28036473,28,4.25,8.0,,,,7.0,,7.5,,,,,,
606491,28036474,28,5.75,6.5,6.75,5.75,,,,,,18.25,,,,
606492,28036475,28,4.1,6.5,,,,6.85,7.0,,,,,,20.35,
606493,28036476,28,8.0,6.75,9.0,9.75,,,,,,26.75,,,,
606494,28036477,28,5.75,8.0,,,,7.75,7.75,,,,,,23.5,
606495,28036478,28,6.75,6.75,5.5,3.6,,,,,,15.85,,,,
606496,28036479,28,5.75,8.0,,,,,7.5,,6.0,,,,,19.75
606497,28036480,28,5.25,8.0,8.1,,,,,,5.75,,19.1,,,19.0
606498,28036481,28,4.1,8.0,,,,8.25,,,6.25,,,,,18.35
606499,28036482,28,8.5,8.0,8.25,7.5,,,,,,24.25,,,,
606500,28036483,28,5.35,8.0,6.85,3.25,,,,,,15.45,,,,
606501,28036484,28,3.5,6.5,,,,5.75,6.25,,,,,,18.5,
606502,28036485,28,3.85,6.5,,,,,,5.1,3.75,,,,,14.1
606503,28036486,28,4.35,8.5,,,,10.0,8.25,,,,,,26.75,
606504,28036487,28,5.6,7.75,,,,,,7.5,3.0,,,,,16.35
606505,28036488,28,5.5,7.5,,,,,,8.75,5.25,,,,,18.25
606506,28036489,28,3.5,8.25,,,,,,7.25,4.75,,,,,16.5
606507,28036490,28,4.75,8.25,,,,,,5.5,3.5,,,,,16.5
606508,28036491,28,3.45,7.5,,,,,5.0,6.75,,,,,,
606509,28036492,28,4.75,8.0,,,,6.0,8.0,,,,,,22.0,
606510,28036493,28,8.0,8.25,9.5,,,,,,9.5,,27.0,,,25.75
606511,28036494,28,3.75,7.0,,,,5.0,,6.25,,,,,,
606512,28036495,28,2.95,6.0,,,,3.6,3.85,,,,,,13.45,
606513,28036496,28,3.5,6.5,,,,7.5,8.0,,,,,,22.0,
606514,28036497,28,1.7,6.25,,,,4.25,6.1,,,,,,16.6,
606515,28036498,28,5.35,8.75,,,,,,7.75,5.5,,,,,19.6
606516,28036499,28,6.0,7.75,,,,8.0,5.5,,,,,,21.25,
606517,28036500,28,6.25,8.5,7.75,4.6,,,,,,18.6,,,,
606518,28036501,28,4.1,7.5,,,,,7.0,7.25,,,,,,
606519,28036502,28,4.2,6.25,8.0,5.6,,,,,,17.799999999999997,,,,
606520,28036503,28,4.6,6.0,7.75,,,,,,5.75,,18.1,,,16.35
606521,28036504,28,6.5,7.5,8.0,,,,,,5.25,,19.75,,,19.25
606522,28036505,28,9.0,6.5,9.0,8.25,,,,,,26.25,,,,
606523,28036506,28,8.5,7.75,8.5,8.0,,,,,,25.0,,,,
606524,28036507,28,4.75,6.0,,,,,,7.25,3.75,,,,,14.5
606525,28036508,28,4.85,8.0,,,,5.6,6.85,,,,,,20.45,
606526,28036509,28,5.5,8.0,,,,8.0,,9.25,,,,,,
606527,28036510,28,4.35,7.5,,,,6.75,,9.0,,,,,,
606528,28036511,28,7.5,8.0,7.5,8.25,,,,,,23.25,,,,
606529,28036512,28,3.75,8.0,,,,,8.1,9.5,,,,,,
606530,28036513,28,4.0,9.0,,,,5.75,6.75,,,,,,21.5,
606531,28036514,28,8.0,8.5,7.75,6.75,,,,,,22.5,,,,
606532,28036515,28,5.25,8.5,,,,,9.25,9.5,,,,,,
606533,28036516,28,5.25,8.75,,,,7.0,,10.0,,,,,,
606534,28036517,28,6.75,8.0,7.0,,,,,,6.25,,20.0,,,21.0
606535,28036518,28,5.0,8.0,6.75,3.75,,,,,,15.5,,,,
606536,28036519,28,7.0,8.5,7.1,,,,,,8.25,,22.35,,,23.75
606537,28036520,28,5.25,8.0,,,,,,8.25,4.75,,,,,18.0
606538,28036521,28,1.6,4.5,,,,4.1,3.0,,,,,,11.6,
606539,28036522,28,3.5,6.0,,,,3.7,4.0,,,,,,13.7,
606540,28036523,28,5.75,5.75,6.75,5.5,,,,,,18.0,,,,
606541,28036524,28,3.85,6.75,,,,6.1,6.0,,,,,,18.85,
606542,28036525,28,4.0,5.75,,,,3.25,4.75,,,,,,13.75,
606543,28036526,28,6.5,6.5,7.5,,,,,,7.5,,21.5,,,20.5
606544,28036527,28,3.25,6.5,,,,,,6.5,3.5,,,,,13.25
606545,28036528,28,4.5,8.0,,,,7.0,8.75,,,,,,23.75,
606546,28036529,28,5.5,8.25,,,,,5.75,6.5,,,,,,
606547,28036530,28,2.6,6.5,,,,6.25,5.5,,,,,,18.25,
606548,28036531,28,2.75,8.5,3.6,3.85,,,,,,10.2,,,,
606549,28036532,28,6.75,7.25,,,,6.75,,,,,,,,
606550,28036533,28,2.35,8.0,,,,5.75,,8.75,,,,,,
606551,28036534,28,5.75,7.75,4.6,6.5,,,,,,16.85,,,,
606552,28036535,28,6.5,8.5,7.75,,,,,,6.0,,20.25,,,21.0
606553,28036536,28,2.75,8.0,,,,,4.25,8.5,,,,,,
606554,28036537,28,4.5,8.5,,,,,,8.75,5.25,,,,,18.25
606555,28036538,28,4.0,8.0,,,,,7.6,8.75,,,,,,
606556,28036539,28,3.75,7.5,,,,8.75,9.0,,,,,,25.25,
606557,28036540,28,3.25,8.5,,,,9.0,9.0,,,,,,26.5,
606558,28036541,28,7.0,8.5,7.0,,,,,,5.5,,19.5,,,21.0
606559,28036542,28,2.5,6.0,,,,6.25,4.1,,,,,,16.35,
606560,28036543,28,4.75,8.5,,,,,7.85,,4.75,,,,,18.0
606561,28036544,28,3.45,8.75,,,,,7.75,7.25,,,,,,
606562,28036545,28,1.95,5.0,,,,4.5,3.2,,,,,,12.7,
606563,28036546,28,2.25,6.0,,,,5.1,4.0,,,,,,15.1,
606564,28036547,28,6.25,8.0,,,,,8.35,9.75,,,,,,
606565,28036548,28,6.0,7.0,5.75,6.25,,,,,,18.0,,,,
606566,28036549,28,8.0,5.0,8.25,7.0,,,,,,23.25,,,,
606567,28036550,28,5.25,6.5,4.6,3.5,,,,,,13.35,,,,
606568,28036551,28,4.25,7.0,,,,9.75,7.0,,,,,,23.75,
606569,28036552,28,6.0,7.0,5.25,3.85,,,,,,15.1,,,,
606570,28036553,28,2.6,5.75,,,,3.1,5.0,,,,,,13.85,
606571,28036554,28,5.6,8.0,,,,,,8.5,3.75,,,,,17.35
606572,28036555,28,3.75,8.25,6.25,,,,,,,,,,,
606573,28036556,28,4.5,8.0,,,,,6.25,8.0,,,,,,
606574,28036557,28,4.5,6.75,,,,,,6.0,3.0,,,,,14.25
606575,28036558,28,3.95,8.0,,,,,4.85,7.25,,,,,,
606576,28036559,28,3.35,7.25,,,,7.0,8.25,,,,,,22.5,
606577,28036560,28,4.5,7.0,,,,3.85,6.1,,,,,,16.95,
606578,28036561,28,3.1,8.75,,,,,,5.75,5.0,,,,,16.85
606579,28036562,28,5.25,9.0,5.0,,,,,,6.0,,16.25,,,20.25
606580,28036563,28,5.25,8.5,,,,,,8.5,6.25,,,,,20.0
606581,28036564,28,5.0,7.5,,,,,5.5,7.5,,,,,,
606582,28036565,28,4.5,7.5,,,,,,9.25,,,,,,
606583,28036566,28,5.0,7.25,,,,,,9.0,2.75,,,,,15.0
606584,28036567,28,3.85,7.75,,,,,6.0,8.5,,,,,,
606585,28036568,28,7.25,7.0,,7.25,7.35,,,,,,,21.85,,
606586,28036569,28,4.75,8.5,,,,6.0,7.25,,,,,,21.75,
606587,28036570,28,2.0,4.0,,,,2.45,3.7,,,,,,10.15,
606588,28036571,28,3.75,8.0,,,,,6.5,7.75,,,,,,
606589,28036572,28,3.0,7.75,,,,,,8.0,3.0,,,,,13.75
606590,28036573,28,3.5,8.0,,,,8.75,,8.25,,,,,,
606591,28036574,28,2.5,6.5,,,,5.0,4.5,,,,,,16.0,
606592,28036575,28,4.25,7.0,3.6,3.1,,,,,,10.95,,,,
606593,28036576,28,3.5,5.25,,,,6.75,3.85,,,,,,15.85,
606594,28036577,28,4.1,8.5,,,,6.75,,8.75,,,,,,
606595,28036578,28,6.5,8.75,,,,,,9.0,5.25,,,,,20.5
606596,28036579,28,5.75,6.0,6.35,5.25,,,,,,17.35,,,,
606597,28036580,28,3.25,7.0,,,,4.95,3.75,,,,,,15.7,
606598,28036581,28,6.0,8.0,7.25,,,,,,8.25,,21.5,,,22.25
606599,28036582,28,8.0,6.0,7.25,5.5,,,,,,20.75,,,,
606600,28036583,28,6.5,6.0,7.0,4.6,,,,,,18.1,,,,
606601,28036584,28,6.25,8.0,7.0,,,,,,5.5,,18.75,,,19.75
606602,28036585,28,4.75,6.5,3.5,4.5,,,,,,12.75,,,,
606603,28036586,28,9.0,8.75,9.0,8.25,,,,,,26.25,,,,
606604,28036587,28,6.75,7.25,6.75,,,,,,6.5,,20.0,,,20.5
606605,28036588,28,5.6,6.75,,5.5,7.0,,,,,,,18.1,,
606606,28036589,28,6.5,8.0,8.75,,,,,,6.75,,22.0,,,21.25
606607,28036590,28,4.25,8.0,,,,,7.25,9.75,,,,,,
606608,28036591,28,7.25,8.0,8.0,,,,,,5.5,,20.75,,,20.75
606609,28036592,28,6.0,8.5,,5.35,7.0,,,,,,,18.35,,
606610,28036593,28,5.25,8.0,,,,,,8.25,4.75,,,,,18.0
606611,28036594,28,4.35,7.0,,,,7.75,10.0,,,,,,24.75,
606612,28036595,28,6.35,8.5,7.0,5.75,,,,,,19.1,,,,
606613,28036596,28,2.1,5.0,,,,5.35,3.25,,,,,,13.6,
606614,28036597,28,4.35,6.75,,,,4.75,,9.0,,,,,,
606615,28036598,28,4.1,7.5,,3.85,6.25,,,,,,,14.2,,
606616,28036599,28,4.6,8.75,,,,,,8.25,4.0,,,,,17.35
606617,28036600,28,4.25,7.25,,,,,6.6,8.25,,,,,,
606618,28036601,28,5.75,8.0,,,,,,9.0,4.25,,,,,18.0
606619,28036602,28,7.5,7.5,6.85,,,,,,,,,,,
606620,28036603,28,4.35,7.5,4.45,4.25,,,,,,13.05,,,,
606621,28036604,28,2.5,4.5,,,,2.1,4.5,,,,,,11.1,
606622,28036605,28,6.75,7.75,9.5,7.5,,,,,,23.75,,,,
606623,28036606,28,6.25,7.5,6.25,,,,,,4.0,,16.5,,,17.75
606624,28036607,28,9.0,6.5,9.25,9.75,,,,,,28.0,,,,
606625,28036608,28,1.6,6.25,,,,5.0,3.35,,,,,,14.6,
606626,28036609,28,5.75,7.75,,,,,7.85,8.25,,,,,,
606627,28036610,28,3.95,7.75,,,,,,7.0,3.25,,,,,14.95
606628,28036611,28,3.35,7.0,,,,5.0,,7.75,,,,,,
606629,28036612,28,4.0,7.0,,,,6.25,,8.5,,,,,,
606630,28036613,28,8.0,6.5,8.0,5.85,,,,,,21.85,,,,
606631,28036614,28,8.0,7.25,9.25,8.75,,,,,,26.0,,,,
606632,28036615,28,3.6,5.5,,,,6.85,5.85,,,,,,18.2,
606633,28036616,28,6.1,6.5,6.0,4.0,,,,,,16.1,,,,
606634,28036617,28,7.0,6.5,6.25,3.6,,,,,,16.85,,,,
606635,28036618,28,2.1,3.0,,,,3.5,3.0,,,,,,9.5,
606636,28036619,28,3.75,6.25,7.0,4.25,,,,,,15.0,,,,
606637,28036620,28,3.5,7.0,,,,,4.75,7.1,,,,,,
606638,28036621,28,3.25,6.0,,,,5.25,5.6,,,,,,16.85,
606639,28036622,28,5.75,7.25,7.75,,,,,,5.25,,18.75,,,18.25
606640,28036623,28,3.6,5.5,,,,4.75,4.85,,,,,,15.1,
606641,28036624,28,5.0,7.75,,,,6.25,,8.25,,,,,,
606642,28036625,28,4.5,7.0,,,,7.0,5.85,,,,,,19.85,
606643,28036626,28,9.5,5.5,9.25,9.0,,,,,,27.75,,,,
606644,28036627,28,3.75,8.0,,,,,8.75,8.5,,,,,,
606645,28036628,28,4.6,5.75,,,,4.6,,7.75,,,,,,
606646,28036629,28,6.75,9.25,,,,9.0,,,5.75,,,,,21.75
606647,28036630,28,5.0,6.25,5.75,5.25,,,,,,16.0,,,,
606648,28036631,28,5.5,8.75,,,,,,8.0,5.25,,,,,19.5
606649,28036632,28,3.1,7.5,5.1,4.35,,,,,,12.549999999999999,,,,
606650,28036633,28,7.0,7.75,,,,6.25,10.0,,,,,,24.0,
606651,28036634,28,4.5,7.25,,,,8.0,,7.6,,,,,,
606652,28036635,28,6.5,8.0,8.5,,,,,,9.25,,24.25,,,23.75
606653,28036636,28,4.85,8.5,,,,,,6.25,6.0,,,,,19.35
606654,28036637,28,3.2,8.0,4.25,,,,,,3.25,,10.7,,,14.45
606655,28036638,28,4.75,8.5,,,,,,6.6,5.25,,,,,18.5
606656,28036639,28,2.2,6.25,,,,3.35,4.75,,,,,,14.35,
606657,28036640,28,4.5,7.5,,,,,5.75,6.5,,,,,,
606658,28036641,28,5.75,7.75,7.25,,,,,,7.0,,20.0,,,20.5
606659,28036642,28,8.25,8.75,9.25,,,,,,5.5,,23.0,,,22.5
606660,28036643,28,2.75,7.25,,,,3.7,,5.1,,,,,,
606661,28036644,28,7.0,7.75,7.75,,,,,,5.75,,20.5,,,20.5
606662,28036645,28,5.1,7.08,5.0,5.0,,,,,,15.1,,,,
606663,28036646,28,9.0,8.25,10.0,8.75,,,,,,27.75,,,,
606664,28036647,28,4.25,6.75,,,,6.6,5.85,,,,,,19.2,
606665,28036648,28,9.0,6.5,9.25,10.0,,,,,,28.25,,,,
606666,28036649,28,2.6,7.0,,,,,3.35,6.5,,,,,,
606667,28036650,28,4.25,8.0,,,,,,8.25,4.75,,,,,17.0
606668,28036651,28,9.0,6.75,9.0,6.5,,,,,,24.5,,,,
606669,28036652,28,6.7,7.0,8.25,7.25,,,,,,22.2,,,,
606670,28036653,28,5.25,8.0,6.85,,,,,,6.75,,18.85,,,20.0
606671,28036654,28,3.0,6.0,,,,5.85,5.0,,,,,,16.85,
606672,28036655,28,3.85,7.5,,,,4.6,,6.75,,,,,,
606673,28036656,28,8.25,7.75,7.0,7.25,,,,,,22.5,,,,
606674,28036657,28,4.75,6.25,4.1,3.6,,,,,,12.45,,,,
606675,28036658,28,4.25,5.5,,,,5.75,4.2,,,,,,15.45,
606676,28036659,28,2.6,6.5,,,,3.2,3.1,,,,,,12.799999999999999,
606677,28036660,28,3.6,6.5,,,,,,9.0,4.25,,,,,14.35
606678,28036661,28,2.5,7.0,,,,,4.25,6.75,,,,,,
606679,28036662,28,4.6,7.5,,,,,,8.25,5.25,,,,,17.35
606680,28036663,28,2.6,4.67,,,,5.25,5.2,,,,,,15.120000000000001,
606681,28036664,28,2.2,7.0,,,,5.2,3.35,,,,,,15.549999999999999,
606682,28036665,28,5.5,8.75,5.0,,,,,,1.75,,12.25,,,16.0
606683,28036666,28,7.0,7.5,,8.75,10.0,,,,,,,25.75,,
606684,28036667,28,5.85,7.75,,,,,,7.5,3.25,,,,,16.85
606685,28036668,28,3.85,8.25,,,,8.5,8.25,,,,,,25.0,
606686,28036669,28,7.0,8.75,5.0,,,,,,5.25,,17.25,,,21.0
606687,28036670,28,5.75,8.25,,,,,8.75,9.25,,,,,,
606688,28036671,28,7.0,6.5,6.5,5.75,,,,,,19.25,,,,
606689,28036672,28,2.1,5.5,,,,5.5,4.25,,,,,,15.25,
606690,28036673,28,7.25,7.0,7.5,5.0,,,,,,19.75,,,,
606691,28036674,28,2.45,5.5,,,,4.35,4.35,,,,,,14.2,
606692,28036675,28,2.6,6.0,,,,5.25,3.5,,,,,,14.75,
606693,28036676,28,4.0,7.75,,,,,6.1,6.75,,,,,,
606694,28036677,28,3.25,8.25,,,,6.35,,8.0,,,,,,
606695,28036678,28,2.7,8.0,,,,4.85,,7.0,,,,,,
606696,28036679,28,2.25,4.0,,,,4.0,3.7,,,,,,11.7,
606697,28036680,28,5.5,8.0,,,,6.75,8.25,,,,,,23.0,
606698,28036681,28,6.5,7.5,4.25,4.0,,,,,,14.75,,,,
606699,28036682,28,3.35,9.0,,,,,,8.0,3.0,,,,,15.35
606700,28036683,28,6.25,8.0,6.25,,,,,,6.5,,19.0,,,20.75
606701,28036684,28,4.35,8.5,,,,8.75,10.0,,,,,,27.25,
606702,28036685,28,3.75,7.5,,,,6.25,6.5,,,,,,20.25,
606703,28036686,28,5.0,7.25,,,,,,8.0,,,,,,
606704,28036687,28,5.25,8.0,,,,4.35,6.0,,,,,,18.35,
606705,28036688,28,2.5,3.92,,,,3.35,5.0,,,,,,12.27,
606706,28036689,28,1.85,7.25,,,,4.75,4.35,,,,,,16.35,
606707,28036690,28,3.0,7.25,,,,6.0,,7.0,,,,,,
606708,28036691,28,2.2,6.75,,,,4.75,5.0,,,,,,16.5,
606709,28036692,28,3.6,7.0,,,,,4.25,6.5,,,,,,
606710,28036693,28,9.5,6.5,8.75,9.5,,,,,,27.75,,,,
606711,28036694,28,3.6,7.75,,,,,5.85,8.25,,,,,,
606712,28036695,28,5.1,7.75,,,,,,8.25,4.25,,,,,17.1
606713,28036696,28,1.7,6.5,,,,4.25,4.25,,,,,,15.0,
606714,28036697,28,1.2,5.75,,,,3.1,3.35,,,,,,12.2,
606715,28036698,28,3.5,8.0,,,,,,7.75,3.0,,,,,14.5
606716,28036699,28,3.85,8.25,,,,6.75,7.0,,,,,,22.0,
606717,28036700,28,4.75,8.25,,,,8.75,10.0,,,,,,27.0,
606718,28036701,28,8.0,7.5,10.0,8.75,,,,,,26.75,,,,
606719,28036702,28,7.5,7.0,8.75,5.85,,,,,,22.1,,,,
606720,28036703,28,4.35,8.75,,,,8.75,10.0,,,,,,27.5,
606721,28036704,28,3.25,6.75,,,,3.25,3.85,,,,,,13.85,
606722,28036705,28,5.5,8.5,,,,,8.5,,4.5,,,,,18.5
606723,28036706,28,3.85,7.0,,3.75,6.5,,,,,,,14.1,,
606724,28036707,28,3.35,6.5,,,,5.1,5.35,,,,,,16.95,
606725,28036708,28,4.75,8.0,,,,6.5,,8.5,,,,,,
606726,28036709,28,5.25,9.0,,,,,,9.5,5.0,,,,,19.25
606727,28036710,28,4.5,8.0,,,,,,6.5,4.75,,,,,17.25
606728,28036711,28,4.25,8.5,,,,7.1,9.75,,,,,,25.35,
606729,28036712,28,4.1,8.25,,,,,6.6,7.5,,,,,,
606730,28036713,28,4.85,9.0,,,,7.75,9.5,,,,,,26.25,
606731,28036714,28,2.5,3.75,,,,4.75,4.5,,,,,,13.0,
606732,28036715,28,5.25,8.75,,,,8.0,6.85,,,,,,23.6,
606733,28036716,28,9.0,8.75,9.5,,,,,,6.25,,24.75,,,24.0
606734,28036717,28,4.85,8.0,,,,,8.5,8.25,,,,,,
606735,28036718,28,3.85,8.0,,,,3.6,6.25,,,,,,17.85,
606736,28036719,28,2.6,7.0,,,,,3.6,7.25,,,,,,
606737,28036720,28,6.5,8.25,7.75,,,,,,5.75,,20.0,,,20.5
606738,28036721,28,4.75,7.5,,,,6.5,8.25,,,,,,22.25,
606739,28036722,28,3.0,7.25,,,,,5.6,8.0,,,,,,
606740,28036723,28,4.35,8.75,,,,,,7.25,3.75,,,,,16.85
606741,28036724,28,2.35,8.0,,,,,4.5,6.0,,,,,,
606742,28036725,28,1.7,6.75,,,,4.85,4.0,,,,,,15.6,
606743,28036726,28,5.1,8.0,,,,7.0,7.75,,,,,,22.75,
606744,28036727,28,5.5,8.5,6.5,,,,,,4.5,,16.5,,,18.5
606745,28036728,28,1.95,6.5,,,,4.25,3.25,,,,,,14.0,
606746,28036729,28,3.1,4.5,,,,5.0,4.75,,,,,,14.25,
606747,28036730,28,7.0,8.0,7.0,7.25,,,,,,21.25,,,,
606748,28036731,28,6.75,8.0,,,,,,7.6,,,,,,
606749,28036732,28,5.75,8.75,,,,8.75,,9.0,,,,,,
606750,28036733,28,5.0,7.75,6.25,,,,,,4.5,,15.75,,,17.25
606751,28036734,28,2.25,6.75,,,,3.75,4.25,,,,,,14.75,
606752,28036735,28,5.5,7.5,,,,8.1,,9.25,,,,,,
606753,28036736,28,4.75,7.75,8.25,,,,,,5.0,,18.0,,,17.5
606754,28036737,28,4.35,7.75,,,,,,7.75,3.0,,,,,15.1
606755,28036738,28,3.2,7.75,,,,,7.0,6.5,,,,,,
606756,28036739,28,4.75,7.0,,,,7.75,6.75,,,,,,21.5,
606757,28036740,28,5.75,6.75,7.5,4.75,,,,,,18.0,,,,
606758,28036741,28,3.6,6.5,5.0,3.85,,,,,,12.45,,,,
606759,28036742,28,3.5,8.0,,,,8.0,8.0,,,,,,24.0,
606760,28036743,28,5.75,8.0,7.75,4.5,,,,,,18.0,,,,
606761,28036744,28,6.0,6.75,7.5,8.75,,,,,,22.25,,,,
606762,28036745,28,5.5,7.75,,,,,,7.75,5.25,,,,,18.5
606763,28036746,28,5.25,9.0,,,,,,9.0,4.75,,,,,19.0
606764,28036747,28,4.75,8.75,,,,,,8.0,,,,,,
606765,28036748,28,2.85,7.75,,,,6.75,5.5,,,,,,20.0,
606766,28036749,28,4.75,7.5,,,,7.0,7.75,,,,,,22.25,
606767,28036750,28,7.0,6.5,7.85,,,,,,6.75,,21.6,,,20.25
606768,28036751,28,7.25,8.5,,,,,8.35,,6.0,,,,,21.75
606769,28036752,28,3.5,8.25,,,,8.5,,,3.25,,,,,15.0
606770,28036753,28,5.25,8.5,,,,7.75,,9.25,,,,,,
606771,28036754,28,3.6,8.25,,,,6.25,7.25,,,,,,21.75,
606772,28036755,28,6.0,8.0,,,,,,8.75,3.25,,,,,17.25
606773,28036756,28,4.0,8.25,,,,,,8.5,3.75,,,,,16.0
606774,28036757,28,3.6,8.0,,,,,6.1,7.25,,,,,,
606775,28036758,28,5.25,8.0,,,,9.5,,7.5,,,,,,
606776,28036759,28,6.5,7.75,,,,,,7.75,4.0,,,,,18.25
606777,28036760,28,4.25,8.0,,,,,8.0,7.75,,,,,,
606778,28036761,28,3.75,7.25,,,,7.0,7.5,,,,,,21.75,
606779,28036762,28,4.35,7.75,,,,5.25,,6.75,,,,,,
606780,28036763,28,3.35,7.5,,,,6.0,,9.75,,,,,,
606781,28036764,28,4.25,8.25,,,,,5.25,7.5,,,,,,
606782,28036765,28,5.5,9.0,5.5,,,,,,6.5,,17.5,,,21.0
606783,28036766,28,7.5,9.0,4.75,,,,,,6.0,,18.25,,,22.5
606784,28036767,28,4.0,8.75,,,,8.25,,,6.0,,,,,18.75
606785,28036768,28,5.75,7.75,8.5,7.5,,,,,,21.75,,,,
606786,28036769,28,0.95,6.0,,,,4.1,4.05,,,,,,14.149999999999999,
606787,28036770,28,3.6,5.0,,,,3.7,3.6,,,,,,12.299999999999999,
606788,28036771,28,4.35,4.5,,,,5.75,5.75,,,,,,16.0,
606789,28036772,28,3.75,7.75,,3.6,5.25,,,,,,,12.6,,
606790,28036773,28,4.35,8.25,,,,,,7.5,5.25,,,,,17.85
606791,28036774,28,3.0,7.0,,,,8.75,8.0,,,,,,23.75,
606792,28036775,28,4.75,8.25,,,,7.25,8.75,,,,,,24.25,
606793,28036776,28,5.25,8.0,,,,,,6.1,3.5,,,,,16.75
606794,28036777,28,3.25,6.75,,,,6.5,4.35,,,,,,17.6,
606795,28036778,28,5.0,6.5,5.25,4.0,,,,,,14.25,,,,
606796,28036779,28,9.0,7.75,9.25,9.25,,,,,,27.5,,,,
606797,28036780,28,6.0,6.5,7.5,4.6,,,,,,18.1,,,,
606798,28036781,28,2.25,3.0,,,,3.5,4.6,,,,,,11.1,
606799,28036782,28,7.5,7.75,7.85,,,,,,8.25,,23.6,,,23.5
606800,28036783,28,5.1,6.5,,,,,,7.25,4.0,,,,,15.6
606801,28036784,28,7.75,7.0,9.0,6.75,,,,,,23.5,,,,
606802,28036785,28,2.5,6.5,,,,6.25,,7.5,,,,,,
606803,28036786,28,1.2,6.0,,,,4.1,5.2,,,,,,15.3,
606804,28036787,28,2.35,5.0,,,,4.5,5.25,,,,,,14.75,
606805,28036788,28,3.25,6.0,,,,6.25,8.5,,,,,,20.75,
606806,28036789,28,2.75,5.0,,,,4.35,4.45,,,,,,13.8,
606807,28036790,28,4.25,8.5,6.5,3.1,,,,,,13.85,,,,
606808,28036791,28,3.35,7.75,,,,,7.25,9.0,,,,,,
606809,28036792,28,2.45,5.75,,,,5.5,6.1,,,,,,17.35,
606810,28036793,28,6.25,8.75,,,,,9.0,,5.25,,,,,20.25
606811,28036794,28,2.25,4.25,,,,4.25,3.6,,,,,,12.1,
606812,28036795,28,4.0,4.92,,,,5.75,7.0,,,,,,17.67,
606813,28036796,28,3.5,6.5,,,,5.5,,7.25,,,,,,
606814,28036797,28,2.55,3.5,,,,3.5,4.0,,,,,,11.0,
606815,28036798,28,5.25,6.25,4.6,3.0,,,,,,12.85,,,,
606816,28036799,28,4.0,6.5,,,,5.6,5.6,,,,,,17.7,
606817,28036800,28,5.25,4.0,,,,4.85,6.25,,,,,,15.1,
606818,28036801,28,4.75,6.75,4.6,,,,,,3.75,,13.1,,,15.25
606819,28036802,28,4.1,8.0,,,,,8.0,7.5,,,,,,
606820,28036803,28,4.6,8.25,,,,,8.0,8.25,,,,,,
606821,28036804,28,2.25,5.5,,,,3.1,4.35,,,,,,12.95,
606822,28036805,28,4.0,8.25,,,,,6.35,9.0,,,,,,
606823,28036806,28,5.6,8.5,,,,,,8.5,3.25,,,,,17.35
606824,28036807,28,2.85,8.5,,,,7.5,7.35,,,,,,23.35,
